,false_negative_num,false_negative_refs,true_positive_num,true_positive_refs,false_positive_num,false_positive_refs
kaddish-and-kedushah,0,[],1,"[""https://www.sefaria.org.il/Sha'ar_HaMitzvot,_Vayechi.18""]",1,"['https://www.sefaria.org.il/Selichot_Nusach_Lita_Linear,_Third_Day.2.131']"
kavanah,1,['https://www.sefaria.org.il/Pesachim.117a.13-14'],0,[],0,[]
praise-of-god,1,['https://www.sefaria.org.il/Deuteronomy.6.20-21'],11,"['https://www.sefaria.org.il/II_Samuel.22.1', 'https://www.sefaria.org.il/Duties_of_the_Heart,_Fourth_Treatise_on_Trust.3.11', 'https://www.sefaria.org.il/Vayikra_Rabbah.30.5', 'https://www.sefaria.org.il/Sotah.27b.11-12', 'https://www.sefaria.org.il/Machzor_Rosh_Hashanah_Ashkenaz_Linear,_The_Morning_Prayers,_Yehi_Kevod.127', ""https://www.sefaria.org.il/Otzar_Midrashim,_Midrash_on_Hallel_'Sefer_HaMa'asim'.1.7"", 'https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1', 'https://www.sefaria.org.il/Shir_HaShirim_Rabbah.5.2.1', 'https://www.sefaria.org.il/Midrash_Tehillim.104.1', 'https://www.sefaria.org.il/Deuteronomy.8.7-10', 'https://www.sefaria.org.il/Isaiah.58.1-2']",17,"['https://www.sefaria.org.il/Deuteronomy.4.10', ""https://www.sefaria.org.il/Zohar,_Ha'Azinu.5.20"", 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Shir_HaShirim_Rabbah.1.6.5', 'https://www.sefaria.org.il/Selichot_Nusach_Lita_Linear,_Third_Day.2.131', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Ramban_on_Exodus.13.21.1', 'https://www.sefaria.org.il/Sanhedrin.94b.12', 'https://www.sefaria.org.il/Leviticus.20.23', 'https://www.sefaria.org.il/Numbers.11.18-20', 'https://www.sefaria.org.il/Berakhot.30a.8-9', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Genesis.22.1-2', 'https://www.sefaria.org.il/Deuteronomy.18.14-15', 'https://www.sefaria.org.il/Mesilat_Yesharim.18.9', 'https://www.sefaria.org.il/Exodus.6.6-7', 'https://www.sefaria.org.il/Jerusalem_Talmud_Taanit.2.1.8-13']"
blessings,2,"['https://www.sefaria.org.il/Mishnah_Megillah.4.2', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184']",5,"['https://www.sefaria.org.il/Devarim_Rabbah.3.1', 'https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1', 'https://www.sefaria.org.il/Deuteronomy.8.7-10', 'https://www.sefaria.org.il/Tosefta_Berakhot_(Lieberman).6.10', 'https://www.sefaria.org.il/Abudarham,_Shabbat_Prayers,_The_Conclusion_of_Shabbat.18']",7,"['https://www.sefaria.org.il/Duties_of_the_Heart,_Fourth_Treatise_on_Trust.3.11', 'https://www.sefaria.org.il/Sanhedrin.94b.12', 'https://www.sefaria.org.il/Numbers.11.18-20', 'https://www.sefaria.org.il/Genesis.20.15-18', 'https://www.sefaria.org.il/Midrash_Tehillim.104.1', 'https://www.sefaria.org.il/Rashi_on_II_Samuel.5.24.1-2', 'https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2']"
birkat-hamazon,0,[],0,[],1,"['https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42']"
havdalah,1,"['https://www.sefaria.org.il/Abudarham,_Shabbat_Prayers,_The_Conclusion_of_Shabbat.18']",0,[],0,[]
hallel,0,[],2,"['https://www.sefaria.org.il/Vayikra_Rabbah.30.5', 'https://www.sefaria.org.il/Sotah.27b.11-12']",0,[]
hitbodedut,0,[],0,[],0,[]
vidui,1,['https://www.sefaria.org.il/Isaiah.58.1-2'],0,[],2,"['https://www.sefaria.org.il/Pesikta_DeRav_Kahanna.25.3', 'https://www.sefaria.org.il/Ahavat_David.14.55']"
moses-prayer-for-himself,0,[],0,[],0,[]
moses-prayer,0,[],0,[],2,"['https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Sotah.27b.11-12']"
niggun,0,[],1,['https://www.sefaria.org.il/Pesachim.117a.13-14'],0,[]
kiddush,0,[],0,[],1,['https://www.sefaria.org.il/Book_of_Jubilees.2.33']
kaddish,0,[],1,"[""https://www.sefaria.org.il/Sha'ar_HaMitzvot,_Vayechi.18""]",1,"['https://www.sefaria.org.il/Selichot_Nusach_Lita_Linear,_Third_Day.2.131']"
shema,0,[],2,"['https://www.sefaria.org.il/Berakhot.9a.4', 'https://www.sefaria.org.il/Sotah.27b.11-12']",1,['https://www.sefaria.org.il/Shir_HaShirim_Rabbah.5.2.1']
arvit,2,"['https://www.sefaria.org.il/Berakhot.9a.4', 'https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1']",0,[],0,[]
rosh-hashanah-and-yom-kippur-prayers,2,"['https://www.sefaria.org.il/Isaiah.58.1-2', 'https://www.sefaria.org.il/Jerusalem_Talmud_Taanit.2.1.8-13']",1,"['https://www.sefaria.org.il/Mishneh_Torah,_Repentance.3.4']",0,[]
shabbat-prayers,2,"['https://www.sefaria.org.il/Berakhot.28b.1-11', 'https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2']",0,[],5,"['https://www.sefaria.org.il/Leviticus.23.15-16', 'https://www.sefaria.org.il/Book_of_Jubilees.2.33', 'https://www.sefaria.org.il/Mishnah_Megillah.4.2', 'https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1', 'https://www.sefaria.org.il/Shem_MiShmuel,_Chayei_Sara.5.15']"
shacharit,4,"['https://www.sefaria.org.il/Machzor_Rosh_Hashanah_Ashkenaz_Linear,_The_Morning_Prayers,_Yehi_Kevod.127', 'https://www.sefaria.org.il/Berakhot.28b.1-11', 'https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1', 'https://www.sefaria.org.il/Tosefta_Berakhot_(Lieberman).6.10']",0,[],0,[]
tashlich,0,[],0,[],0,[]
al-hanisim,0,[],0,[],0,[]
kabbalat-shabbat,0,[],0,[],6,"['https://www.sefaria.org.il/Leviticus.23.15-16', 'https://www.sefaria.org.il/Book_of_Jubilees.2.33', 'https://www.sefaria.org.il/Devarim_Rabbah.3.1', 'https://www.sefaria.org.il/Mishnah_Megillah.4.2', 'https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2', 'https://www.sefaria.org.il/Shem_MiShmuel,_Chayei_Sara.5.15']"
mourners-kaddish,0,[],1,"[""https://www.sefaria.org.il/Sha'ar_HaMitzvot,_Vayechi.18""]",0,[]
aleinu,0,[],0,[],1,['https://www.sefaria.org.il/Sotah.27b.11-12']
hashkiveinu,0,[],0,[],0,[]
lecha-dodi,0,[],0,[],0,[]
motzi,0,[],0,[],0,[]
selichot,0,[],1,"['https://www.sefaria.org.il/Mishneh_Torah,_Repentance.3.4']",0,[]
vahavta,0,[],0,[],2,"['https://www.sefaria.org.il/Deuteronomy.4.10', 'https://www.sefaria.org.il/Mesilat_Yesharim.18.9']"
mah-tovu,0,[],0,[],0,[]
sheva-brachot,0,[],0,[],0,[]
birkot-hashachar,0,[],0,[],0,[]
shemoneh-esrei,2,"['https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1', 'https://www.sefaria.org.il/Shir_HaShirim_Rabbah.5.2.1']",0,[],0,[]
blessings-(halakhah),0,[],5,"['https://www.sefaria.org.il/Mishnah_Megillah.4.2', 'https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1', 'https://www.sefaria.org.il/Deuteronomy.8.7-10', 'https://www.sefaria.org.il/Tosefta_Berakhot_(Lieberman).6.10', 'https://www.sefaria.org.il/Abudarham,_Shabbat_Prayers,_The_Conclusion_of_Shabbat.18']",12,"['https://www.sefaria.org.il/II_Samuel.22.1', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Duties_of_the_Heart,_Fourth_Treatise_on_Trust.3.11', 'https://www.sefaria.org.il/Sotah.27b.11-12', 'https://www.sefaria.org.il/Sanhedrin.94b.12', 'https://www.sefaria.org.il/Berakhot.60a.28-29', 'https://www.sefaria.org.il/Genesis.20.15-18', 'https://www.sefaria.org.il/Shir_HaShirim_Rabbah.5.2.1', 'https://www.sefaria.org.il/Midrash_Tehillim.104.1', 'https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42', 'https://www.sefaria.org.il/Mesilat_Yesharim.18.9', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24']"
tachanun,1,"['https://www.sefaria.org.il/Machzor_Yom_Kippur_Ashkenaz_Linear,_Neilah;_Concluding_Service,_Sanctification_of_the_Day.230']",0,[],0,[]
haggadah,0,[],1,"['https://www.sefaria.org.il/Sefat_Emet,_Leviticus,_Passover.20.3']",3,"['https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Exodus.6.6-7']"
authors,43,"['https://www.sefaria.org.il/Panekha_Avakesh.18.44', ""https://www.sefaria.org.il/Shulchan_Arukh,_Yoreh_De'ah.124.17"", 'https://www.sefaria.org.il/Eight_Chapters.3.3', 'https://www.sefaria.org.il/Talmud_Eser_HaSefirot,_Section_XIV,_List_of_Questions_on_Terminology.84', 'https://www.sefaria.org.il/Sefer_HaTashbetz,_Part_IV.1.42.8', 'https://www.sefaria.org.il/Derekh_Chayim.3.9.1-2', 'https://www.sefaria.org.il/Duties_of_the_Heart,_Fourth_Treatise_on_Trust.3.11', 'https://www.sefaria.org.il/Mesilat_Yesharim.5.25', ""https://www.sefaria.org.il/Shulchan_Arukh,_Yoreh_De'ah.236.1-2"", 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10', 'https://www.sefaria.org.il/Rashi_on_Deuteronomy.22.5.1-3', 'https://www.sefaria.org.il/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_Their_Jurisdiction.15.13', 'https://www.sefaria.org.il/Pardes_Rimonim.17.1.11', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_3_The_Holy_Land.13.8', 'https://www.sefaria.org.il/Sforno_on_Genesis.35.10.1', 'https://www.sefaria.org.il/Mishneh_Torah,_Human_Dispositions.1.1', 'https://www.sefaria.org.il/Mishneh_Torah,_Paschal_Offering.4.11', 'https://www.sefaria.org.il/Teshuvot_Maharit,_I.63.1', 'https://www.sefaria.org.il/Rashi_on_Genesis.25.27.1-28.1', 'https://www.sefaria.org.il/Derashot_HaRan.11.26', 'https://www.sefaria.org.il/Mishneh_Torah,_Murderer_and_the_Preservation_of_Life.1.9', 'https://www.sefaria.org.il/Ramban_on_Leviticus.19.18.1', 'https://www.sefaria.org.il/Radak_on_Genesis.27.19.1', 'https://www.sefaria.org.il/Sefer_Chasidim.953.1', 'https://www.sefaria.org.il/Ibn_Ezra_on_Numbers.5.31.1', 'https://www.sefaria.org.il/Avodat_HaKodesh_(Gabbai).2.21.14', 'https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42', 'https://www.sefaria.org.il/Mishneh_Torah,_Human_Dispositions.4.13', 'https://www.sefaria.org.il/Bach,_Even_HaEzer.6.10.1', 'https://www.sefaria.org.il/Or_HaChaim_on_Leviticus.25.39.1-3', 'https://www.sefaria.org.il/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.10.8', 'https://www.sefaria.org.il/Sefer_HaIkkarim,_Maamar_4.35.2', 'https://www.sefaria.org.il/Abudarham,_Shabbat_Prayers,_The_Conclusion_of_Shabbat.18', ""https://www.sefaria.org.il/Al_Kapot_HaMan'ul;_Homilies_for_the_Days_of_Awe,_A_Reflection_into_the_Future.17"", 'https://www.sefaria.org.il/On_Dreams,_Book_II.16.1', 'https://www.sefaria.org.il/Ramban_on_Leviticus.1.9.1', 'https://www.sefaria.org.il/Rashi_on_II_Samuel.5.24.1-2', 'https://www.sefaria.org.il/Mesilat_Yesharim.18.9', ""https://www.sefaria.org.il/Sha'ar_HaMitzvot,_Vayechi.18"", 'https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2', 'https://www.sefaria.org.il/Sefat_Emet,_Leviticus,_Passover.20.3', 'https://www.sefaria.org.il/Abudarham,_Fasts,_Prayers.35', 'https://www.sefaria.org.il/HaElef_Lekha_Shlomo,_Yoreh_Deah.122.1']",17,"['https://www.sefaria.org.il/Derekh_HaMelekh,_Torah,_Chayei_Sara.2.10', 'https://www.sefaria.org.il/Shulchan_Arukh,_Orach_Chayim.696.8', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Gray_Matter_IV,_Technology,_Closing_a_Website_for_Shabbat_and_Yom_Tov.23', 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10', 'https://www.sefaria.org.il/Kalach_Pitchei_Chokhmah.115.8', 'https://www.sefaria.org.il/Kohelet_Rabbah.10.20.1', 'https://www.sefaria.org.il/Reshit_Chokhmah,_Gate_of_Fear.8.28', 'https://www.sefaria.org.il/Shoel_uMeshiv_Mahadura_I.2.139.7', 'https://www.sefaria.org.il/Sefat_Emet,_Genesis,_Chayei_Sara.19.4', 'https://www.sefaria.org.il/Midrash_Shmuel_on_Avot.5.5.2', 'https://www.sefaria.org.il/Ahavat_David.14.55', 'https://www.sefaria.org.il/Mishneh_Torah,_Repentance.3.4', 'https://www.sefaria.org.il/Malbim_on_Exodus.4.1.2', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24', 'https://www.sefaria.org.il/Shem_MiShmuel,_Chayei_Sara.5.15', 'https://www.sefaria.org.il/Sefer_Chasidim.902.1']",29,"['https://www.sefaria.org.il/Gittin.68a.10', 'https://www.sefaria.org.il/Berakhot.62b.14-16', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Shemot_Rabbah.28.2', 'https://www.sefaria.org.il/II_Samuel.22.1', 'https://www.sefaria.org.il/Jeremiah.48.14', 'https://www.sefaria.org.il/Selichot_Nusach_Lita_Linear,_Third_Day.2.131', 'https://www.sefaria.org.il/Shabbat.140a.4', ""https://www.sefaria.org.il/Sha'ar_HaPesukim,_Parashat_Balak.56"", 'https://www.sefaria.org.il/Introductions_to_Amoraic_Literature,_Part_I_(Introductions_to_Tractates_of_the_Babli),_Nazir.110', 'https://www.sefaria.org.il/Pesachim.117a.13-14', 'https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7', 'https://www.sefaria.org.il/Sotah.27b.11-12', 'https://www.sefaria.org.il/II_Chronicles.2.2', 'https://www.sefaria.org.il/Ramban_on_Exodus.13.21.1', 'https://www.sefaria.org.il/Sanhedrin.94b.12', 'https://www.sefaria.org.il/Berakhot.18b.7-9', 'https://www.sefaria.org.il/Genesis.20.15-18', 'https://www.sefaria.org.il/Mishnah_Megillah.4.2', 'https://www.sefaria.org.il/Berakhot.30a.8-9', 'https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1', 'https://www.sefaria.org.il/Leviticus.10.8-10', 'https://www.sefaria.org.il/Tamid.27b.7', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Genesis.22.1-2', 'https://www.sefaria.org.il/Pesikta_DeRav_Kahanna.25.3', ""https://www.sefaria.org.il/Midrash_Tanchuma_Buber,_Beha'alotcha.4.1"", ""https://www.sefaria.org.il/Mishpetei_Uziel,_Volume_VI,_Yoreh_De'ah.73.63"", 'https://www.sefaria.org.il/Leviticus.19.17']"
rashi,3,"['https://www.sefaria.org.il/Rashi_on_Deuteronomy.22.5.1-3', 'https://www.sefaria.org.il/Rashi_on_Genesis.25.27.1-28.1', 'https://www.sefaria.org.il/Rashi_on_II_Samuel.5.24.1-2']",1,"['https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10']",3,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Introductions_to_Amoraic_Literature,_Part_I_(Introductions_to_Tractates_of_the_Babli),_Nazir.110', 'https://www.sefaria.org.il/Sefat_Emet,_Genesis,_Chayei_Sara.19.4']"
meir-ben-shmuel,0,[],0,[],0,[]
rambam,11,"['https://www.sefaria.org.il/Eight_Chapters.3.3', 'https://www.sefaria.org.il/Sefer_HaTashbetz,_Part_IV.1.42.8', 'https://www.sefaria.org.il/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_Their_Jurisdiction.15.13', 'https://www.sefaria.org.il/Mishneh_Torah,_Human_Dispositions.1.1', 'https://www.sefaria.org.il/Mishneh_Torah,_Paschal_Offering.4.11', 'https://www.sefaria.org.il/Mishneh_Torah,_Murderer_and_the_Preservation_of_Life.1.9', 'https://www.sefaria.org.il/Mishneh_Torah,_Human_Dispositions.4.13', 'https://www.sefaria.org.il/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.10.8', 'https://www.sefaria.org.il/Ramban_on_Leviticus.1.9.1', 'https://www.sefaria.org.il/Ahavat_David.14.55', 'https://www.sefaria.org.il/Mishneh_Torah,_Repentance.3.4']",0,[],0,[]
ramban,2,"['https://www.sefaria.org.il/Ramban_on_Leviticus.19.18.1', 'https://www.sefaria.org.il/Ramban_on_Leviticus.1.9.1']",0,[],0,[]
rashbam,0,[],0,[],1,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13']"
rabbeinu-yonah-gerondi,0,[],0,[],3,"['https://www.sefaria.org.il/Reshit_Chokhmah,_Gate_of_Fear.8.28', 'https://www.sefaria.org.il/Pesikta_DeRav_Kahanna.25.3', 'https://www.sefaria.org.il/Ahavat_David.14.55']"
ibn-ezra,2,"['https://www.sefaria.org.il/Ibn_Ezra_on_Numbers.5.31.1', 'https://www.sefaria.org.il/Ramban_on_Leviticus.1.9.1']",0,[],1,['https://www.sefaria.org.il/Ramban_on_Exodus.13.21.1']
shlomo-ephraim-ben-aaron-luntschitz,0,[],0,[],0,[]
ovadiah-seforno,1,['https://www.sefaria.org.il/Sforno_on_Genesis.35.10.1'],0,[],0,[]
rashba1,0,[],0,[],0,[]
rivan,0,[],0,[],1,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13']"
raavan,0,[],0,[],1,"['https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10']"
raavyah,0,[],0,[],0,[]
rabbenu-tam,0,[],0,[],1,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13']"
ran,1,['https://www.sefaria.org.il/Derashot_HaRan.11.26'],0,[],1,['https://www.sefaria.org.il/Pesachim.117a.13-14']
raah,0,[],0,[],1,['https://www.sefaria.org.il/Berakhot.62b.14-16']
ritva,0,[],0,[],0,[]
tosafot,2,"['https://www.sefaria.org.il/Teshuvot_Maharit,_I.63.1', 'https://www.sefaria.org.il/Shoel_uMeshiv_Mahadura_I.2.139.7']",0,[],0,[]
raavad,0,[],0,[],0,[]
rif,0,[],0,[],0,[]
natan-ben-yehiel,0,[],0,[],0,[]
maharsha,0,[],0,[],0,[]
chaim-ibn-attar,1,['https://www.sefaria.org.il/Or_HaChaim_on_Leviticus.25.39.1-3'],0,[],0,[]
maharam-of-rothenburg,1,"['https://www.sefaria.org.il/Abudarham,_Shabbat_Prayers,_The_Conclusion_of_Shabbat.18']",0,[],0,[]
rosh,0,[],0,[],2,"['https://www.sefaria.org.il/Berakhot.18b.7-9', 'https://www.sefaria.org.il/Mishneh_Torah,_Repentance.3.4']"
jacob-ben-asher,0,[],0,[],0,[]
shabbetai-ben-joseph-bass,0,[],0,[],0,[]
shlomo-ben-eliezer-lipmann,0,[],0,[],0,[]
abarbanel,0,[],0,[],0,[]
malbim,1,['https://www.sefaria.org.il/Malbim_on_Exodus.4.1.2'],0,[],0,[]
radak,1,['https://www.sefaria.org.il/Radak_on_Genesis.27.19.1'],0,[],0,[]
meir-simha-hakohen-dvinsk,0,[],0,[],0,[]
chizkuni1,0,[],0,[],0,[]
ralbag,0,[],0,[],0,[]
moses-alshikh,0,[],0,[],0,[]
bachya-ibn-pekuda,1,"['https://www.sefaria.org.il/Duties_of_the_Heart,_Fourth_Treatise_on_Trust.3.11']",0,[],0,[]
vidal-of-tolosa,0,[],0,[],0,[]
samson-raphael-hirsch,0,[],0,[],0,[]
barukh-halevi-epstein,0,[],0,[],0,[]
naphtali-zevi-yehudah-berlin,0,[],0,[],0,[]
isaac-ben-moses-arama,0,[],0,[],0,[]
joseph-dov-halevi-soloveitchik,0,[],0,[],0,[]
heschel-of-cracow,0,[],0,[],0,[]
recanati,0,[],0,[],0,[]
shadal,0,[],0,[],0,[]
vilna-gaon,0,[],0,[],0,[]
isaiah-halevi-horovitz,2,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24']",0,[],0,[]
rabeinu-chananel,0,[],0,[],1,"['https://www.sefaria.org.il/Derekh_HaMelekh,_Torah,_Chayei_Sara.2.10']"
maharshal,0,[],0,[],1,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13']"
abraham-saba,0,[],0,[],0,[]
jonathan-eybeschutz,0,[],0,[],0,[]
yaakov-tzvi-mecklenburg,0,[],0,[],0,[]
riva,0,[],0,[],2,"['https://www.sefaria.org.il/Shabbat.140a.4', 'https://www.sefaria.org.il/Leviticus.19.17']"
hayyim-joseph-david-azulai,1,['https://www.sefaria.org.il/Ahavat_David.14.55'],0,[],0,[]
brisker-rav,0,[],0,[],0,[]
joseph-ben-meir-teomim,0,[],0,[],0,[]
isaac-ben-joseph-caro,0,[],0,[],0,[]
abudarham,2,"['https://www.sefaria.org.il/Abudarham,_Shabbat_Prayers,_The_Conclusion_of_Shabbat.18', 'https://www.sefaria.org.il/Abudarham,_Fasts,_Prayers.35']",0,[],0,[]
benno-jacob,0,[],0,[],0,[]
chaim-paltiel,0,[],0,[],0,[]
ovadiah-bartenura,0,[],0,[],0,[]
eliyahu-ben-abraham-mizrahi,0,[],0,[],0,[]
maharal,1,['https://www.sefaria.org.il/Derekh_Chayim.3.9.1-2'],0,[],0,[]
david-altschuler,0,[],0,[],0,[]
jedidiah-solomon-ben-abraham-norzi,0,[],0,[],0,[]
onkelos,1,['https://www.sefaria.org.il/Radak_on_Genesis.27.19.1'],0,[],0,[]
yoel-ben-shmuel-sirkes,1,"['https://www.sefaria.org.il/Bach,_Even_HaEzer.6.10.1']",1,['https://www.sefaria.org.il/Shoel_uMeshiv_Mahadura_I.2.139.7'],0,[]
shabbatai-ben-meir-hakohen,1,['https://www.sefaria.org.il/Shoel_uMeshiv_Mahadura_I.2.139.7'],0,[],0,[]
david-halevi-segal,0,[],0,[],0,[]
yaakov-emden,0,[],0,[],0,[]
yom-tov-lipmann-heller,0,[],0,[],0,[]
martin-buber,0,[],0,[],0,[]
solomon-buber,0,[],0,[],0,[]
eliyahu-david-rabinowitz-teomim,0,[],0,[],0,[]
johanan-treves,0,[],0,[],0,[]
rabbi-eliyahu-ben-harush,0,[],0,[],0,[]
tevele-bondi,0,[],0,[],0,[]
yaakov-lorberbaum,0,[],0,[],0,[]
yedidiah-tiah-weil,0,[],0,[],0,[]
naftali-ben-shimon-hertz-ginzburg,0,[],0,[],0,[]
yirachmiel-yisrael-danziger,0,[],0,[],0,[]
avraham-yitzchak-hacohen-kook,0,[],0,[],0,[]
moshe-chaim-luzzatto,3,"['https://www.sefaria.org.il/Mesilat_Yesharim.5.25', 'https://www.sefaria.org.il/Kalach_Pitchei_Chokhmah.115.8', 'https://www.sefaria.org.il/Mesilat_Yesharim.18.9']",0,[],0,[]
joseph-karo,3,"[""https://www.sefaria.org.il/Shulchan_Arukh,_Yoreh_De'ah.124.17"", 'https://www.sefaria.org.il/Shulchan_Arukh,_Orach_Chayim.696.8', ""https://www.sefaria.org.il/Shulchan_Arukh,_Yoreh_De'ah.236.1-2""]",0,[],0,[]
moses-cordovero,2,"['https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Pardes_Rimonim.17.1.11']",0,[],0,[]
nachman-of-breslov,0,[],0,[],0,[]
shneur-zalman-of-liadi,0,[],0,[],0,[]
zedekiah-ben-abraham-harofei,0,[],0,[],0,[]
betzalel-ben-abraham-ashkenazi,0,[],0,[],0,[]
marcus-jastrow,0,[],0,[],0,[]
abraham-abele-gombiner,0,[],0,[],0,[]
moses-ben-isaac-judah-lima,0,[],0,[],0,[]
yosef-hayyim,0,[],0,[],0,[]
shlomo-ganzfried,0,[],0,[],0,[]
israel-meir-kagan,0,[],0,[],0,[]
yehuda-hechasid,2,"['https://www.sefaria.org.il/Sefer_Chasidim.953.1', 'https://www.sefaria.org.il/Sefer_Chasidim.902.1']",0,[],0,[]
yechiel-michel-epstein,0,[],0,[],1,"['https://www.sefaria.org.il/Mishneh_Torah,_Repentance.3.4']"
pinhas-ben-joseph-ha-levi,0,[],0,[],0,[]
saadiah-ben-natan-neta,0,[],0,[],0,[]
rabbenu-yeruham,1,['https://www.sefaria.org.il/Ahavat_David.14.55'],0,[],0,[]
yitzhak-yosef,0,[],0,[],0,[]
raphael-aharon-ben-shimon,0,[],0,[],0,[]
ovadiah-yosef,0,[],0,[],0,[]
baruch-bar-yitzchak,0,[],0,[],0,[]
zechariah-mendel-ben-aryeh-leib,0,[],0,[],0,[]
yehuda-halevi,0,[],0,[],0,[]
louis-ginzberg,0,[],0,[],0,[]
shimon-kara,0,[],0,[],0,[]
yonah-ben-yisrael-babad,0,[],0,[],0,[]
azriel-of-gerona,0,[],0,[],0,[]
isaac-the-blind,0,[],0,[],0,[]
yosef-giqatillah,0,[],0,[],2,"['https://www.sefaria.org.il/II_Samuel.22.1', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38']"
yehuda-ashlag,1,"['https://www.sefaria.org.il/Talmud_Eser_HaSefirot,_Section_XIV,_List_of_Questions_on_Terminology.84']",0,[],0,[]
moshe-de-leon,0,[],0,[],0,[]
elazar-ben-moshe-azikri,0,[],0,[],0,[]
menachem-mendel-schneersohn,0,[],0,[],0,[]
levi-yitzchak-of-berditchev,0,[],0,[],0,[]
